name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Corsair CORSAIR Vengeance LED 16GB (2 x 8GB) 288-Pin DDR4 SDRAM DDR4 3000 (PC4 24000) Desktop Memory Model CMU16GX4M2C3000C16R 16 GB,,"4,3000","2,8",,Black,10.667,16
Corsair Dominator Titanium 48 GB,259.99,"5,7000","2,24",5.416,White,10.286,36
Thermaltake TOUGHRAM RGB 16 GB,134.98,"4,3600","2,8",8.436,White / Silver,10,18
Kingston HyperX Fury 4 GB,,"3,1600","1,4",,Blue / Silver,12.5,10
Corsair Vengeance RGB Pro SL 16 GB,74.98,"4,3600","2,8",4.686,Black,8.889,16
G.Skill Trident Z5 Neo 32 GB,107.99,"5,6000","2,16",3.375,Black,12,36
TEAMGROUP T-Force Delta RGB 32 GB,84.99,"4,4000","2,16",2.656,White,9,18
Patriot Viper Elite II 16 GB,30.99,"4,2666","1,16",1.937,Red / Black,12.003,16
G.Skill Aegis 16 GB,32.99,"4,2133","1,16",2.062,Black / Red,14.065,15
Corsair Dominator Platinum RGB 16 GB,76.98,"4,3200","2,8",4.811,White,10,16
Corsair Vengeance RGB Pro 16 GB,,"4,3600","2,8",,Black,8.889,16
G.Skill Ripjaws V 32 GB,170.14,"4,3200","2,16",5.317,Black,8.75,14
Kingston FURY Beast RGB 16 GB,53.91,"4,3200","1,16",3.369,Black,10,16
Corsair Dominator Titanium 48 GB,249.99,"5,6000","2,24",5.208,Black,10,30
Silicon Power SU016GLSTU160N22AH 16 GB,20.99,"3,1600","2,8",1.312,Green,13.75,11
Neo Forza MARS 32 GB,56.99,"4,3200","2,16",1.781,Gray / Black,10,16
Corsair Vengeance RGB 64 GB,204.99,"5,5600","2,32",3.203,White / Black,12.857,36
Corsair Dominator Platinum RGB 64 GB,349.99,"5,6200","4,16",5.469,Black,10.323,32
Kingston FURY Beast RGB 64 GB,229.99,"5,6000","2,32",3.594,Black,13.333,40
G.Skill Ripjaws V 16 GB,39.99,"4,3000","2,8",2.499,Red / Black,10.667,16
Apacer Panther-Golden 8 GB,,"4,2666","1,8",,Black / Gold,12.003,16
TEAMGROUP T-Force Vulcan Z 32 GB,62.99,"4,3200","2,16",1.968,Red,10,16
Corsair Vengeance RGB Pro 32 GB,97.99,"4,2933","2,16",3.062,Black,10.91,16
Kingston Server Premier 32 GB,143.07,"5,5600","1,32",4.471,Green / Black,16.429,46
Corsair Vengeance RGB Pro 64 GB,194.99,"4,3200","4,16",3.047,Black,10,16
G.Skill Trident Z RGB 16 GB,49.99,"4,2400","2,8",3.124,Black,12.5,15
ADATA XPG SPECTRIX D60G 32 GB,,"4,3200","2,16",,Silver / Black,10,16
G.Skill Ripjaws V 32 GB,169.99,"4,4000","2,16",5.312,Black,8,16
G.Skill Trident Z RGB 16 GB,,"4,4400","2,8",,Black,7.273,16
Patriot Viper Elite II 16 GB,31.99,"4,3200","1,16",1.999,Red / Black,11.25,18
Corsair Vengeance RGB Pro 16 GB,59.99,"4,3000","2,8",3.749,White,10,15
Klevv CRAS XR5 RGB 32 GB,149.99,"5,7200","2,16",4.687,White / Black,10,36
V-Color Prism Pro 16 GB,59.99,"4,3600","2,8",3.749,Black,10,18
Crucial Ballistix 32 GB,,"4,3200","2,16",,White,10,16
OLOy OWL 16 GB,,"4,3200","2,8",,Orange,10,16
G.Skill Ripjaws V 16 GB,,"4,3200","2,8",,Black,10,16
TEAMGROUP T-Create Expert 64 GB,124.99,"4,3600","2,32",1.953,Gray,10,18
G.Skill Ripjaws S5 32 GB,104.99,"5,6000","2,16",3.281,White,10.667,32
Corsair Vengeance RGB 48 GB,189.99,"5,7000","2,24",3.958,Black,11.429,40
G.Skill Trident Z Neo 16 GB,799.99,"4,3800","2,8",49.999,Black / Silver,7.368,14
TEAMGROUP T-Force Vulcan alpha 32 GB,112.13,"5,5600","2,16",3.504,Red,14.286,40
Corsair Vengeance RGB 32 GB,119.99,"5,6000","2,16",3.75,White / Silver,12,36
G.Skill Trident Z Neo 32 GB,89.99,"4,3200","2,16",2.812,Silver / Black,10,16
Kingston FURY Beast RGB 32 GB,89.99,"4,3200","2,16",2.812,Black,10,16
Corsair Vengeance RGB Pro SL 32 GB,114.99,"4,3200","4,8",3.593,Black,10,16
Kingston FURY Renegade 16 GB,83.79,"5,6000","1,16",5.237,White / Silver,10.667,32
TEAMGROUP T-Force Delta RGB 32 GB,139.99,"5,7000","2,16",4.375,Black / Silver,9.714,34
Corsair Dominator Platinum RGB 32 GB,,"5,5200","2,16",,Black,14.615,38
Corsair Vengeance RGB 128 GB,,"4,3800","8,16",,Black,10,19
Mushkin Enhanced Redline Stiletto 64 GB,169.99,"4,3600","2,32",2.656,Black,8.889,16
Kingston Server Premier 32 GB,49.99,"4,3200","1,32",1.562,,13.75,22
G.Skill Ripjaws V 16 GB,89.99,"4,4000","2,8",5.624,Black,8,16
Patriot Viper Elite II 16 GB,38.99,"4,3600","2,8",2.437,Red / Black,11.111,20
Corsair Vengeance RGB 32 GB,139.99,"5,6400","2,16",4.375,Black,11.875,38
Crucial CT16G52C42U5 16 GB,58.99,"5,5200","1,16",3.687,Black,16.154,42
Kingston HyperX Fury 16 GB,,"4,3200","1,16",,Black,10,16
Corsair Vengeance RGB Pro 16 GB,59.99,"4,3000","2,8",3.749,Black,10,15
G.Skill Trident Z5 RGB 64 GB,204.99,"5,5600","2,32",3.203,Black,12.857,36
Corsair Dominator Platinum RGB 64 GB,234.99,"4,3200","4,16",3.672,White,10,16
TEAMGROUP T-Force Vulcan Z 8 GB,26.03,"4,3200","1,8",3.254,Red,10,16
Kingston HyperX Predator RGB 16 GB,,"4,3200","2,8",,Black / Silver,10,16
Corsair Vengeance LED 64 GB,918.3,"4,3200","4,16",14.348,Black / Blue,10,16
Corsair Vengeance 32 GB,,"3,2133","4,8",,Black / Silver,9.376,10
Crucial CT2K16G56C46S5 32 GB,96.99,"5,5600","2,16",3.031,Black,16.429,46
ADATA XPG SPECTRIX D50 32 GB,,"4,3200","2,16",,Black,10,16
TEAMGROUP T-Force Vulcan Z 16 GB,35.99,"4,3200","2,8",2.249,Red,10,16
Timetec PINNACLE Konduit RGB 32 GB,68.99,"4,3200","2,16",2.156,White,10,16
Corsair Vengeance 32 GB,109.99,"5,5200","2,16",3.437,Black / Gray,14.615,38
G.Skill Aegis 16 GB,38.3,"4,2133","2,8",2.394,Black / Red,14.065,15
Kingston FURY Renegade 32 GB,233.94,"5,7200","2,16",7.311,Silver / Black,10.556,38
Kingston KVR13LL9Q4K4/128I 128 GB,,"3,1333","4,32",,Silver,13.503,9
G.Skill Trident Z RGB 128 GB,,"4,4000","4,32",,Black,9,18
ADATA Premier 8 GB,,"4,2400","1,8",,Green,14.167,17
Silicon Power XPOWER Zenith Gaming 32 GB,94.99,"5,6000","2,16",2.968,Black,10,30
Corsair Vengeance 64 GB,189.99,"5,5600","2,32",2.969,White / Gray,14.286,40
G.Skill Trident Z Royal 64 GB,209.99,"4,3000","4,16",3.281,Silver,10.667,16
Kingston FURY Beast 16 GB,64.76,"5,5600","1,16",4.048,Black,14.286,40
Neo Forza Trinity 32 GB,104.99,"5,6400","2,16",3.281,Black,12.5,40
Crucial Ballistix Sport 16 GB,99.9,"3,1600","2,8",6.244,Black / Silver,11.25,9
Corsair ValueSelect 4 GB,14.99,"4,2400","1,4",3.748,Black,13.333,16
Patriot Viper Steel RGB 8 GB,24.99,"4,3200","1,8",3.124,Black,11.25,18
G.Skill Ripjaws V 16 GB,114.99,"4,3600","2,8",7.187,Red,7.778,14
G.Skill Trident Z RGB 32 GB,174.99,"4,4000","2,16",5.468,Black,8,16
Corsair Vengeance RGB 64 GB,219.99,"5,6200","2,32",3.437,Black / Silver,10.323,32
Silicon Power SP016GBLFU266X22 16 GB,,"4,2666","2,8",,,14.254,19
Corsair Vengeance RGB Pro SL 32 GB,94.99,"4,3600","2,16",2.968,Black,10,18
Corsair Vengeance RGB RT 32 GB,124.99,"4,4000","2,16",3.906,Black,9,18
Neo Forza MARS 16 GB,49.99,"4,3600","2,8",3.124,Gray / Black,10,18
Corsair Vengeance 64 GB,179.99,"5,4400","2,32",2.812,Black / Gray,16.364,36
Kingston FURY Beast 32 GB,110.95,"5,5200","1,32",3.467,Black,15.385,40
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,Black,11.79,11
Crucial CT2K32G4LFQ4213 64 GB,,"4,2133","2,32",,Black / Green,14.065,15
Patriot Viper Steel RGB 64 GB,114.99,"4,3200","2,32",1.797,Black,11.25,18
Silicon Power SP008GLLTU160N02 8 GB,,"3,1600","1,8",,Green,13.75,11
Silicon Power XPOWER Turbine 32 GB,56.99,"4,3200","2,16",1.781,Blue,10,16
Kingston FURY Beast RGB 8 GB,45.28,"5,5200","1,8",5.66,Black,15.385,40
Kingston Fury Beast RGB Special Edition 16 GB,75.91,"4,3200","2,8",4.744,White,10,16
Mushkin Redline Lumina 32 GB,89.73,"4,3600","2,16",2.804,Black,10,18
Corsair Vengeance RGB 64 GB,214.99,"5,5600","2,32",3.359,Black / Gray,14.286,40
Corsair Vengeance RGB Pro 8 GB,34.99,"4,3200","1,8",4.374,Black,10,16
Patriot Viper Steel 16 GB,29.99,"4,3000","1,16",1.874,Silver / Black,10.667,16
ADATA XPG GAMMIX D45 16 GB,,"4,3200","2,8",,White,10,16
G.Skill Ripjaws S5 32 GB,,"5,5200","2,16",,Black,10.769,28
Silicon Power XPOWER Zenith RGB Gaming 64 GB,204.99,"5,6000","2,32",3.203,Black,10,30
G.Skill Ripjaws V 32 GB,189.99,"4,4000","4,8",5.937,Black,7.5,15
Corsair Dominator Platinum RGB 16 GB,109.99,"4,4000","2,8",6.874,White,9.5,19
Patriot Viper Elite 5 RGB 32 GB,92.99,"5,5600","1,32",2.906,White,13.571,38
G.Skill Ripjaws V 16 GB,74.99,"4,4400","2,8",4.687,Black,8.182,18
TEAMGROUP Elite Plus 16 GB,45.99,"5,4800","1,16",2.874,Black,16.667,40
G.Skill Trident Z 16 GB,59.14,"4,3200","2,8",3.696,Red / Silver,10,16
TEAMGROUP T-Force Delta RGB 16 GB,64.98,"4,4000","2,8",4.061,White,9,18
GeIL Dragon RAM 32 GB,,"4,3000","2,16",,White / Gold,10,15
Corsair Vengeance RGB RS 8 GB,29.99,"4,3200","1,8",3.749,Black / Gray,10,16
Mushkin Silverline 4 GB,26.78,"2,800","2,2",6.695,Gray / Silver,12.5,5
Crucial CT16G4DFD8266 16 GB,67.98,"4,2666","1,16",4.249,Green / Black,14.254,19
Corsair Vengeance 64 GB,159.99,"5,4800","2,32",2.5,Black / White,16.667,40
TEAMGROUP T-Force Vulcan 32 GB,104.99,"5,6400","2,16",3.281,Red,10,32
Mushkin Essentials 8 GB,11.99,"3,1600","1,8",1.499,Black / Green,13.75,11
Corsair Vengeance RGB RS 16 GB,49.99,"4,3200","1,16",3.124,Black / Gray,10,16
Kingston ValueRAM 8 GB,26.69,"4,2400","1,8",3.336,Green,14.167,17
ADATA XPG SPECTRIX D60G 16 GB,,"4,3600","2,8",,Silver / Black,9.444,17
Crucial CT2K16G3ERSLD4160B 32 GB,49.99,"3,1600","2,16",1.562,Green,13.75,11
Patriot Viper Venom 32 GB,102.99,"5,6600","2,16",3.218,Black / White,10.303,34
G.Skill Trident Z5 RGB 64 GB,209.99,"5,6000","2,32",3.281,White / Black,10,30
Kingston FURY Beast 32 GB,83.77,"4,3600","1,32",2.618,Black,9.444,17
Corsair Dominator Titanium 48 GB,259.99,"5,7000","2,24",5.416,Black,10.286,36
Patriot Viper Steel RGB 16 GB,38.99,"4,3600","1,16",2.437,Black,11.111,20
Corsair Vengeance LPX 8 GB,102.24,"4,3000","2,4",12.78,Black / Yellow,10.667,16
Corsair Vengeance LP 16 GB,84.34,"3,1600","2,8",5.271,Black / Yellow,12.5,10
Corsair Dominator Platinum RGB 64 GB,,"5,6000","2,32",,Gray / Black,13.333,40
G.Skill Trident Z RGB 64 GB,454.86,"4,3200","4,16",7.107,Black,10,16
Kingston KVR1333D3S9/1G 1 GB,,"3,1333","1,1",,Green,13.503,9
G.Skill Ripjaws V 64 GB,,"4,4600","2,32",,Black,8.696,20
Crucial Ballistix Sport AT 16 GB,,"4,3000","1,16",,Silver / Black,11.333,17
Kingston FURY Beast 128 GB,288.88,"4,3200","4,32",2.257,Black,10,16
Kingston ValueRAM 32 GB,,"4,2133","2,16",,Green,14.065,15
Kingston FURY Renegade 32 GB,313.3,"4,4600","2,16",9.791,Black,8.261,19
Corsair Vengeance RGB Pro 64 GB,,"4,3200","4,16",,White,10,16
ADATA XPG Z1 16 GB,,"4,3200","2,8",,Black,10,16
Patriot Viper Elite II 16 GB,37.99,"4,3200","2,8",2.374,Red / Black,11.25,18
G.Skill Ripjaws Z 32 GB,,"3,1600","4,8",,Black / Red,12.5,10
G.Skill Aegis 16 GB,33.99,"4,3000","1,16",2.124,Red / Black,10.667,16
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5600","2,32",,White,14.286,40
Kingston FURY Beast 64 GB,206.27,"5,4800","2,32",3.223,Black,15.833,38
Kingston FURY Beast RGB 8 GB,49.97,"5,5600","1,8",6.246,Black,14.286,40
Corsair ValueSelect 16 GB,39.99,"4,2133","1,16",2.499,Black,14.065,15
Patriot Signature Line 4 GB,19.73,"4,2666","1,4",4.933,Green,14.254,19
Corsair Vengeance LPX 8 GB,24.99,"4,2400","1,8",3.124,Red,13.333,16
OLOy Blade RGB 16 GB,,"4,3200","2,8",,Black,10,16
Corsair Vengeance RGB Pro SL 32 GB,79.98,"4,3200","2,16",2.499,Black,10,16
G.Skill Ripjaws S5 64 GB,194.99,"5,5600","2,32",3.047,Black,10.714,30
Timetec PINNACLE Konduit RGB 16 GB,35.99,"4,3200","1,16",2.249,White,10,16
Patriot Signature 4 GB,8.99,"3,1333","1,4",2.248,Blue,13.503,9
Kingston HyperX Fury 16 GB,,"3,1866","2,8",,White / Silver,10.718,10
GeIL Orion AMD Edition 32 GB,,"4,3600","2,16",,Gray,10,18
G.Skill Ripjaws S5 32 GB,98.99,"5,5600","2,16",3.093,White,12.857,36
Corsair Dominator Platinum RGB 16 GB,79.98,"4,3200","2,8",4.999,Black,10,16
Patriot Viper Steel 16 GB,35.99,"4,3600","1,16",2.249,Gray,10,18
G.Skill Ripjaws X 32 GB,,"3,1600","4,8",,Black / Red,12.5,10
Crucial Ballistix 16 GB,,"4,3200","2,8",,Black,10,16
Mushkin Redline 32 GB,,"4,3200","2,16",,Black,8.75,14
